model_name,count,mean,std,sem
Agent,121,996.6528925619834,4.823053569060534,0.4384594153691394
MPNN,100,322.355,21.575015362191238,2.1575015362191237
Hallucination,100,-43.495,13.123056854716484,1.3123056854716484
ESM_IF1,100,531.47,28.071951204795937,2.8071951204795935
